,max_time,mean_time
0,190,10.0
1,178,22.25
2,187,8.904761904761905
3,184,8.0
4,168,12.0
5,42,8.4
6,213,8.875
7,155,12.91666666666667
8,180,13.84615384615385
9,146,18.25
10,175,11.66666666666667
11,201,15.46153846153846
12,171,19.0
13,207,12.9375
14,181,12.92857142857143
15,148,16.44444444444444
16,120,12.0
17,151,9.4375
18,168,5.090909090909091
19,181,7.24
20,182,14.0
21,172,15.63636363636364
22,177,9.833333333333334
23,179,19.88888888888889
24,177,9.833333333333334
25,179,16.27272727272727
26,173,10.8125
27,162,14.72727272727273
28,168,42.0
29,164,23.42857142857143
30,157,19.625
31,172,17.2
32,195,13.92857142857143
33,198,14.14285714285714
34,146,24.33333333333333
35,149,14.9
36,170,11.33333333333333
37,185,13.21428571428571
38,213,15.21428571428571
39,128,14.22222222222222
40,151,6.291666666666667
41,164,13.66666666666667
42,163,13.58333333333333
43,205,12.8125
44,160,6.666666666666667
45,197,19.7
46,167,11.92857142857143
47,187,15.58333333333333
48,220,20.0
49,178,14.83333333333333
50,171,9.0
51,199,15.30769230769231
52,150,7.142857142857143
53,180,9.473684210526317
54,162,4.628571428571429
55,101,12.625
56,156,17.33333333333333
57,149,12.41666666666667
58,155,17.22222222222222
59,158,14.36363636363636
60,184,18.4
61,2,0.1333333333333333
62,246,10.69565217391304
63,177,12.64285714285714
64,182,13.0
65,162,20.25
66,162,20.25
67,178,14.83333333333333
68,163,16.3
69,200,15.38461538461538
70,187,7.192307692307693
71,90,18.0
72,147,16.33333333333333
73,167,20.875
74,187,15.58333333333333
75,130,14.44444444444444
76,188,26.85714285714286
77,221,9.208333333333334
78,175,10.9375
79,198,15.23076923076923
80,173,24.71428571428572
81,207,7.137931034482759
82,167,8.789473684210526
83,178,12.71428571428571
84,148,21.14285714285714
85,173,14.41666666666667
86,190,17.27272727272727
87,159,12.23076923076923
88,175,19.44444444444444
89,180,12.0
90,145,10.35714285714286
91,144,16.0
92,168,18.66666666666667
93,144,9.6
94,180,7.826086956521739
95,171,15.54545454545454
96,173,14.41666666666667
97,131,14.55555555555556
98,167,23.85714285714286
99,186,20.66666666666667
100,120,13.33333333333333
101,183,8.714285714285714
102,187,14.38461538461538
103,180,12.0
104,192,19.2
105,185,14.23076923076923
106,191,5.617647058823529
107,147,16.33333333333333
108,156,22.28571428571428
109,183,30.5
110,209,13.0625
111,174,14.5
112,175,13.46153846153846
113,147,21.0
114,185,7.4
115,181,6.464285714285714
116,193,8.772727272727273
117,190,9.047619047619047
118,173,7.521739130434782
119,165,20.625
120,133,16.625
121,117,23.4
122,156,17.33333333333333
123,163,27.16666666666667
124,164,14.90909090909091
125,211,13.1875
126,143,23.83333333333333
127,166,23.71428571428572
128,155,22.14285714285714
129,157,14.27272727272727
130,147,21.0
131,180,25.71428571428572
132,125,9.615384615384617
133,135,13.5
134,135,19.28571428571428
135,187,17.0
136,206,15.84615384615385
137,155,15.5
138,134,22.33333333333333
139,260,8.666666666666666
140,200,12.5
141,124,20.66666666666667
142,193,7.148148148148148
143,175,19.44444444444444
144,174,17.4
145,170,15.45454545454546
146,178,11.86666666666667
147,170,10.625
148,189,10.5
149,180,12.85714285714286
150,170,13.07692307692308
151,164,20.5
152,165,9.705882352941176
153,160,26.66666666666667
154,231,15.4
155,180,9.0
156,151,18.875
157,198,13.2
158,176,10.35294117647059
159,186,10.33333333333333
160,176,11.73333333333333
161,179,11.1875
162,179,14.91666666666667
163,117,23.4
164,201,11.16666666666667
165,214,14.26666666666667
166,165,27.5
167,148,24.66666666666667
168,180,15.0
169,180,20.0
170,193,14.84615384615385
171,182,10.11111111111111
172,164,27.33333333333333
173,180,13.84615384615385
174,188,15.66666666666667
175,174,19.33333333333333
176,188,15.66666666666667
177,169,16.9
178,157,17.44444444444444
179,192,12.8
180,127,21.16666666666667
181,168,12.0
182,171,13.15384615384615
183,174,21.75
184,182,18.2
185,162,16.2
186,168,6.461538461538462
187,178,10.47058823529412
188,145,20.71428571428572
189,178,14.83333333333333
190,201,11.82352941176471
191,153,17.0
192,178,11.86666666666667
193,180,16.36363636363636
194,153,10.2
195,171,10.6875
196,189,13.5
197,91,22.75
198,178,19.77777777777778
199,177,14.75
200,160,10.0
201,163,23.28571428571428
202,172,10.11764705882353
203,153,19.125
204,183,12.2
205,187,10.38888888888889
206,156,17.33333333333333
207,127,25.4
208,153,17.0
209,170,10.0
210,174,11.6
211,200,9.090909090909092
212,188,17.09090909090909
213,166,9.764705882352942
214,155,11.92307692307692
215,153,13.90909090909091
216,154,8.555555555555555
217,176,9.77777777777778
218,165,11.78571428571429
219,166,23.71428571428572
220,161,23.0
221,176,12.57142857142857
222,181,18.1
223,170,21.25
224,180,15.0
225,166,18.44444444444444
226,147,16.33333333333333
227,183,10.76470588235294
228,190,13.57142857142857
229,112,22.4
230,156,8.666666666666666
231,171,28.5
232,179,25.57142857142857
233,162,7.043478260869565
234,158,26.33333333333333
235,188,11.75
236,199,8.291666666666666
237,182,14.0
238,148,29.6
239,163,9.055555555555555
240,165,8.68421052631579
241,151,21.57142857142857
242,171,11.4
243,138,15.33333333333333
244,170,12.14285714285714
245,189,14.53846153846154
246,171,15.54545454545454
247,160,13.33333333333333
248,179,10.52941176470588
249,160,14.54545454545454
250,193,24.125
251,123,11.18181818181818
252,185,9.25
253,181,6.703703703703703
254,172,24.57142857142857
255,163,8.578947368421053
256,175,11.66666666666667
257,144,16.0
258,143,10.21428571428571
259,147,18.375
260,174,15.81818181818182
261,171,17.1
262,178,19.77777777777778
263,180,15.0
264,187,11.6875
265,127,21.16666666666667
266,175,21.875
267,178,17.8
268,123,30.75
269,218,14.53333333333333
270,152,30.4
271,169,10.5625
272,164,11.71428571428571
273,176,10.35294117647059
274,186,20.66666666666667
275,170,11.33333333333333
276,164,32.8
277,161,13.41666666666667
278,120,17.14285714285714
279,162,6.48
280,234,11.14285714285714
281,137,15.22222222222222
282,104,20.8
283,178,14.83333333333333
284,173,13.30769230769231
285,143,7.526315789473684
286,169,18.77777777777778
287,177,16.09090909090909
288,166,16.6
289,191,7.958333333333333
290,172,28.66666666666667
291,177,11.8
292,196,14.0
293,189,7.0
294,179,8.523809523809524
295,103,25.75
296,168,21.0
297,181,9.526315789473683
298,174,19.33333333333333
299,157,17.44444444444444
300,163,23.28571428571428
301,154,25.66666666666667
302,170,18.88888888888889
303,170,13.07692307692308
304,186,12.4
305,173,8.238095238095237
306,218,11.47368421052632
307,163,23.28571428571428
308,168,12.0
309,163,16.3
310,175,9.210526315789474
311,164,20.5
312,120,17.14285714285714
313,151,21.57142857142857
314,84,16.8
315,177,11.0625
316,116,12.88888888888889
317,174,13.38461538461538
318,169,10.5625
319,169,24.14285714285714
320,198,8.608695652173912
321,182,20.22222222222222
322,175,19.44444444444444
323,182,10.70588235294118
324,182,13.0
325,168,18.66666666666667
326,165,11.0
327,176,14.66666666666667
328,176,14.66666666666667
329,150,10.0
330,196,15.07692307692308
331,176,11.73333333333333
332,164,14.90909090909091
333,189,18.9
334,171,21.375
335,179,19.88888888888889
336,192,17.45454545454545
337,193,16.08333333333333
338,170,5.483870967741935
339,151,13.72727272727273
340,175,29.16666666666667
341,189,11.8125
342,145,18.125
343,176,11.73333333333333
344,136,9.714285714285714
345,182,20.22222222222222
346,63,5.25
347,186,13.28571428571429
348,160,26.66666666666667
349,154,30.8
350,117,39.0
351,200,11.11111111111111
352,151,25.16666666666667
353,167,16.7
354,152,8.941176470588236
355,174,9.157894736842104
356,171,11.4
357,168,21.0
358,169,13.0
359,155,25.83333333333333
360,159,17.66666666666667
361,168,9.882352941176473
362,155,6.2
363,136,13.6
364,132,26.4
365,181,5.484848484848484
366,148,13.45454545454546
367,181,10.64705882352941
368,163,13.58333333333333
369,164,14.90909090909091
370,157,26.16666666666667
371,177,16.09090909090909
372,192,21.33333333333333
373,186,12.4
374,198,11.0
375,181,12.92857142857143
376,80,13.33333333333333
377,148,21.14285714285714
378,183,13.07142857142857
379,167,13.91666666666667
380,183,15.25
381,192,19.2
382,184,13.14285714285714
383,122,24.4
384,152,19.0
385,156,14.18181818181818
386,177,10.41176470588235
387,217,9.863636363636363
388,154,15.4
389,179,13.76923076923077
390,182,7.583333333333333
391,200,16.66666666666667
392,187,8.5
393,180,13.84615384615385
394,192,10.66666666666667
395,163,23.28571428571428
396,166,27.66666666666667
397,159,22.71428571428572
398,135,13.5
399,202,12.625
400,197,24.625
401,177,10.41176470588235
402,153,10.92857142857143
403,166,12.76923076923077
404,132,16.5
405,158,17.55555555555556
406,182,14.0
407,125,31.25
408,180,12.85714285714286
409,172,10.75
410,210,10.5
411,141,23.5
412,143,7.944444444444445
413,152,13.81818181818182
414,162,23.14285714285714
415,200,8.333333333333334
416,155,19.375
417,193,5.514285714285714
418,189,11.11764705882353
419,168,24.0
420,173,15.72727272727273
421,190,12.66666666666667
422,177,19.66666666666667
423,154,12.83333333333333
424,153,30.6
425,177,17.7
426,155,14.09090909090909
427,165,27.5
428,171,17.1
429,144,16.0
430,171,10.05882352941176
431,47,2.611111111111111
432,176,14.66666666666667
433,148,16.44444444444444
434,164,20.5
435,180,9.473684210526317
436,185,14.23076923076923
437,180,7.826086956521739
438,157,17.44444444444444
439,185,6.607142857142857
440,178,12.71428571428571
441,179,6.172413793103448
442,179,17.9
443,186,23.25
444,156,19.5
445,180,20.0
446,209,13.0625
447,171,17.1
448,178,8.9
449,288,12.52173913043478
450,165,13.75
451,163,9.055555555555555
452,172,12.28571428571429
453,193,6.433333333333334
454,193,7.423076923076923
455,181,10.64705882352941
456,178,13.69230769230769
457,189,11.8125
458,189,12.6
459,260,20.0
460,175,5.833333333333333
461,160,32.0
462,196,24.5
463,180,6.666666666666667
464,128,16.0
465,163,11.64285714285714
466,194,6.689655172413793
467,174,14.5
468,186,12.4
469,170,18.88888888888889
470,135,9.642857142857142
471,172,10.11764705882353
472,143,15.88888888888889
473,181,12.92857142857143
474,291,9.387096774193548
475,178,16.18181818181818
476,176,13.53846153846154
477,170,10.625
478,176,14.66666666666667
479,182,6.275862068965517
480,189,13.5
481,157,15.7
482,313,16.47368421052632
483,192,9.6
484,150,12.5
485,266,15.64705882352941
486,170,15.45454545454546
487,175,15.90909090909091
488,165,16.5
489,155,15.5
490,182,14.0
491,168,16.8
492,168,18.66666666666667
493,164,18.22222222222222
494,167,16.7
495,181,30.16666666666667
496,152,16.88888888888889
497,181,8.227272727272727
498,186,8.08695652173913
499,199,18.09090909090909
500,152,15.2
501,123,10.25
502,168,18.66666666666667
503,191,15.91666666666667
504,198,8.25
505,303,27.54545454545455
506,180,9.473684210526317
507,186,12.4
508,177,12.64285714285714
509,178,16.18181818181818
510,198,14.14285714285714
511,211,15.07142857142857
512,174,5.8
513,179,14.91666666666667
514,181,16.45454545454545
515,185,14.23076923076923
516,218,13.625
517,186,10.33333333333333
518,179,12.78571428571429
519,183,10.16666666666667
520,183,7.625
521,188,13.42857142857143
522,171,7.434782608695652
523,185,14.23076923076923
524,180,12.0
525,176,9.263157894736842
526,245,16.33333333333333
527,155,19.375
528,142,15.77777777777778
529,187,11.6875
530,120,10.0
531,162,12.46153846153846
532,151,16.77777777777778
533,177,9.833333333333334
534,192,14.76923076923077
535,178,8.476190476190476
536,164,10.93333333333333
537,211,21.1
